text,label,language
The payment is stuck in the system,Финансы,en
"Подскажите пожалуйста, Не могу оплатить обучение. Это очень важно.",Финансы,ru
"Good aftern0on, I cannot find the classroom. I do n0t know what to do.",Расписание,en
I have a problem: The payment is stuck in the system. Please help me.,Финансы,en
деньги charged but статус unpaid,Финансы,mixed
"Здравствуйте, Конфликт с преподавателем",Преподаватели,ru
I do not have access to documents,Документы,en
"Добрый день, migration card проблема",Иностранные студенты,mixed
Результаты появились с ошибкой,Экзамены,ru
сайт универа keeps crashing,IT-проблемы,mixed
"Could you please help me, I cannot enroll in a subject. This is very important.",Регистрация,en
I have a problem renewing a book,Библиотека,en
"Please help, The results appeared with an error. Please help me.",Экзамены,en
"Подскажите пожалуйста, не могу upload файл на платформу. Срочно нужна помощь.",IT-проблемы,mixed
Tha payment does not go through,Финансы,en
Счет за обучение отображаеттся неверно,Финансы,ru
The course is not availabla for registration,Регистрация,en
"Здравствуйте, Проблема с ВНЖ. Уже несколько дней не могу решить проблему.",Иностранные студенты,ru
"Здравствуйте, Регистрация была отменена автоматически. Помогите пожалуйста.",Регистрация,ru
I want to complain about a teacher,Преподаватели,en
wrong classroom in schedule,Расписание,en
нет инфы на английском,Иностранные студенты,ru
"Hello, The payment does not go through",Финансы,en
document status не обновляется,Документы,mixed
У меня проблема: Транскрипт не готов. Уже несколько дней не могу решить проблему.,Документы,ru
Ошибка в оценках,Экзамены,ru
Не могу получить доступ к библиотеке,Библиотека,ru
login problem in university system,IT-проблемы,en
У меня проблема: Справка об обучении не загружается. Помогите пожалуйста.,Документы,ru
"Помогите, нне магу получить обратную связь. Помогите пожалуйста.",Преподаватели,ru
The enternational students office d0es not reply,Иностранные студенты,en
"Please help, The system does not accept my application. This is very important.",Документы,en
"Добрый день, Конфликт с преподавателем. Срочно нужна помощь.",Преподаватели,ru
"Подскажите пожалуйста, Не принимают иностранные документы. Срочно нужна помощь.",Иностранные студенты,ru
"Помогите, паспорт не приняли в деканнате. Я не знаю, что делать.",Иностранные студенты,ru
I have a problem: academic certificate is missing. Please help me.,Документы,en
У меня проблема: Система не принимает заявление. Это очень важно.,Документы,ru
Проблима с библиотечным аккаунтом,Библиотека,ru
The pass result is missing,Экзамены,en
Нужна помощь с жильем,Иностранные студенты,ru
Ошибка в оценках,Экзамены,ru
payment прошел но квитанции нет. Уже несколько дней не могу решить проблему.,Финансы,mixed
Не получил зачет,Экзамены,ru
зачет missing in system,Экзамены,mixed
Библиотека не дает скачать файл. Срочно нужна помощь.,Библиотека,ru
portal не открывается,IT-проблемы,mixed
У меня проблема: Не могу оформить временную регистрацию. Уже несколько дней не могу решить проблему.,Иностранные студенты,ru
Не пришла квитанция об оплате,Финансы,ru
Не могу получить квитанцию,Финансы,ru
"Please help, I cannot get a receipt. This is very important.",Финансы,en
У меня проблема: Не могу получить студенческий билет. Помогите пожалуйста.,Документы,ru
"Please help, The system rajects the payment. This is very important.",Финансы,en
"Добрый день, Курс недоступен для регистрации. Я не знаю, что делать.",Регистрация,ru
wrong classroom in schedule,Расписание,en
There is a problem with my library account,Библиотека,en
I cannot download the document,Документы,en
"Good afternoon, I cannot view my results. I have been trying to solve this for several days.",Экзамены,en
"Добрый день, library account не работает",Библиотека,mixed
Error while paying through the portal,Финансы,en
A registration error occurred,Регистрация,en
The pass result is missing,Экзамены,en
Error while requesting a document,Документы,en
деньги charged but статус unpaid,Финансы,mixed
"Please help, Error while l0gging into the digital lebrary. This is very important.",Библиотека,en
"Помогите, Ошибка поиска кнеги",Библиотека,ru
электронная library лагает,Библиотека,mixed
"Подскажите пожалуйста, не вижу пару. Помогите пожалуйста.",Расписание,ru
"Hllo, login problem in university system. I do not know what to do.",IT-проблемы,en
Не могу связаться с преподавателем,Преподаватели,ru
The registration was canceled automatically,Регистрация,en
The document status is not displayed,Документы,en
Не отображается допуск к экзамену. Уже несколько дней не могу решить проблему.,Экзамены,ru
"Please help, Payment information is not displayed. This is very important.",Финансы,en
"Hello, I cannot extend my visa. Please help me.",Иностранные студенты,en
I have a problem: The test grade is incorret. This is very important.,Экзамены,en
Не отображается расписание,Расписание,ru
"Please help, The grade is missing in the system. I do not know what to do.",Экзамены,en
"Добрый день, не могу забрать справку",Документы,ru
Библиотечная система не отвечает,Библиотека,ru
не могу register на курс,Регистрация,mixed
"Добрый день, Конфликт в расписании занятий. Я не знаю, что делать.",Расписание,ru
Книга недоступна,Библиотека,ru
"Добрый день, Не могу связаться с преподавателем. Помогите пожалуйста.",Преподаватели,ru
"Could you please help me, The book is not available. I need urgent help.",Библиотека,en
Tha book is not available,Библиотека,en
"У меня проблема: не могу download книгу. Я не знаю, что делать.",Библиотека,mixed
The system shows an error during authorization,IT-проблемы,en
"Could you please help me, Error while logging into the digital library. I have been trying to solve this for several days.",Библиотека,en
"Could you please help me, I cannot download study materials. I do not know what to do.",Библиотека,en
"Could you please help me, wrong exam grade. I need urgent help.",Экзамены,en
"Please help, There es a problem with the nline schedule",Расписание,en
У меня проблема: Проблема с миграционной картой. Помогите пожалуйста.,Иностранные студенты,ru
"Добрый день, Счет за обучение отображается неверно. Это очень важно.",Финансы,ru
Пара стоит в неправильный день,Расписание,ru
"Добрый день, Конфликт с преподавателем",Преподаватели,ru
Не могу зайти в кабинет,IT-проблемы,ru
I desagree with the eachar's grade,Преподаватели,en
"Здравствуйте, Не могу пройти медосмотр. Помогите пожалуйста.",Иностранные студенты,ru
"Good afternoon, document request not processed. I need urgent help.",Документы,en
Не отображаются результаты экзамена,Экзамены,ru
Exam results are not displayed,Экзамены,en
Не могу оплаттить обучение,Финансы,ru
Преподаватель не отвечает на сообщения,Преподаватели,ru
The system rejects the payment,Финансы,en
Регистрация была отменена автоматически,Регистрация,ru
"Please help, I cannot extend the book loan period. This is very important.",Библиотека,en
Payment error,Финансы,en
Не получил зачет,Экзамены,ru
Не могу зарегистрироваться на курс,Регистрация,ru
I have a problem: There is a problem with the online schedule. Please help me.,Расписание,en
Payment error,Финансы,en
"Здравствуйте, не могу extend visa. Срочно нужна помощь.",Иностранные студенты,mixed
Система отклоняет оплату,Финансы,ru
"Подскажите пожалуйста, Расписание отображается неправильно. Помогите пожалуйста.",Расписание,ru
Конфликт в расписании занятий,Расписание,ru
электронка библиотеки лагает,Библиотека,ru
I need access to course materials. Please help me.,Библиотека,en
Не открывается расписание в личном кабинете,IT-проблемы,ru
Курс недоступен для регистрации,Регистрация,ru
The system does not allow me to choose a group,Регистрация,en
"Здравствуйте, Проблема с визой. Я не знаю, что делать.",Иностранные студенты,ru
"Добрый день, Не могу получить помощь для иностранных студентов. Срочно нужна помощь.",Иностранные студенты,ru
The class disappeared from the schedule. I have been trying to solve this for several days.,Расписание,en
The results appeared with an error,Экзамены,en
не могу download справку,Документы,mixed
class time неверное,Расписание,mixed
"Помогите, Нет доступа к документам. Срочно нужна помощь.",Документы,ru
не могу register на курс,Регистрация,mixed
Не могу открыть экзаменационный лист. Срочно нужна помощь.,Экзамены,ru
Личный кабинет работает слишком медленно,IT-проблемы,ru
"Good afternoon, The list of books is not displayed. This is very important.",Библиотека,en
The international students office does not reply,Иностранные студенты,en
"Good afternoon, There is a problem with document processing. I need urgant help.",Документы,en
"Добрый день, Не могу оплатить обучении. Это очень важно.",Финансы,ru
Неправильна стоит оцинка зо тест,Экзамены,ru
Транскрипт не готов,Документы,ru
Страховка не отображается в системе,Иностранные студенты,ru
Не могу открыть электронный учебник,Библиотека,ru
I cannot open the electronic textbook,Библиотека,en
I have a problem with a teacher,Преподаватели,en
Проблема с оплатой общежития,Финансы,ru
Проблема с платежом,Финансы,ru
"Hello, I cannot get my student ID card. I have been trying to solve this for several days.",Документы,en
medical tests не приняли,Иностранные студенты,mixed
I disagree with the teacher's grade,Преподаватели,en
I cannot get a receipt,Финансы,en
Конфликт в расписании занятий. Уже несколько дней не могу решить проблему.,Расписание,ru
I have a problem: The enrollment certificate is not loading,Документы,en
I have a problem: I cannot extend the book loan period,Библиотека,en
экзамен не отображается,Экзамены,ru
Нужно сдать анализы для университета,Иностранные студенты,ru
"Please help, The class is shown on the wrong day. Please help me.",Расписание,en
У меня проблема: не вижу exam results,Экзамены,mixed
The system doas not accept my file,IT-проблемы,en
registration для foreign student не готова,Иностранные студенты,mixed
Не принимают копию паспорта,Иностранные студенты,ru
"Hello, The schedule is displayed incorrectly. I have been trying to solve this for several days.",Расписание,en
"Помогите, регистрация слетела. Уже несколько дней не могу решить проблему.",Регистрация,ru
"Good afternoon, I cannot get support as an international student. I have been trying to solve this for several days.",Иностранные студенты,en
Не могу скачать документ,Документы,ru
I cannot open the electronic textbook,Библиотека,en
Не могу оформить временную регистрацию,Иностранные студенты,ru
препод игнорит,Преподаватели,ru
teacher not checking homework,Преподаватели,en
"Hello, There is a problem paying for the dormitory. I have been trying to solve this for several days.",Финансы,en
academic certificate is missing,Документы,en
Не получается завершить регистрацию,Регистрация,ru
Регистрация была отменена автоматически,Регистрация,ru
"Could you please help me, Information about the class is missing. I need urgent help.",Расписание,en
"Good afternoon, There is a problem with exam results",Экзамены,en
My foreign documents are not accepted,Иностранные студенты,en
книга не открывается,Библиотека,ru
"Hello, The registration was anceled automatically. This is very important.",Регистрация,en
I cannot register for the semester,Регистрация,en
не могу забрать справку,Документы,ru
"Здравствуйте, Платеж не проходит",Финансы,ru
"Hello, I need a document for my visa. I do not know what to do.",Документы,en
"Hello, Server error when opening the page",IT-проблемы,en
"Подскажите пожалуйста, Аудитория указана неверно. Срочно нужнна памощь.",Расписание,ru
аудитория не та. Срочно нужна помощь.,Расписание,ru
"Помогите, зачет missing in system. Это очень важно.",Экзамены,mixed
The class was moved without notification,Расписание,en
lecturer canceled the class. Please help me.,Преподаватели,en
"Hello, login problem in university system. This is very important.",IT-проблемы,en
"Помогите, Не могу получить помощь для иностранных студентов",Иностранные студенты,ru
I have a problem renewing a book,Библиотека,en
"Здравствуйте, Проблема с оплатой общежития. Помогите пожалуйста.",Финансы,ru
professor ignores messages,Преподаватели,en
Не могу получить квитанцию,Финансы,ru
Не совпадает расписание в системе,Расписание,ru
"Помогите, Отдел иностранных студентов не отвечает. Срочно нужна помощь.",Иностранные студенты,ru
There is a problem with document processing,Документы,en
Error while searching for a book,Библиотека,en
"Hello, I cannot complete the medical checkup. I do not know what to do.",Иностранные студенты,en
Сайт университета не открывается,IT-проблемы,ru
общага для иностранцев не подтверждена,Иностранные студенты,ru
The document contains an error. Please help me.,Документы,en
ошибка регестрации,Регистрация,ru
I cannot choose a discipline,Регистрация,en
Преподаватель не проверяет задания,Преподаватели,ru
У меня проблема: Регистрация было отменена автоматически,Регистрация,ru
Ошибка при оплате через портал,Финансы,ru
There is no information in English,Иностранные студенты,en
"Pleese help, There is no information in Englizh. Please help me.",Иностранные студенты,en
I have a problem: login problem in university system. I have been trying to solve this for several days.,IT-проблемы,en
digital lebrary is lagging,Библиотека,en
Не приходит код подтверждения,IT-проблемы,ru
нужен документ для визы,Документы,ru
"Добрый день, деньги сняли а статус unpaid",Финансы,ru
Не могу войти в систему,IT-проблемы,ru
There is a problem with my medical insuranca,Иностранные студенты,en
"Could you please help me, The system shows an error during authorization",IT-проблемы,en
Проблима с доступом к университеттскому порталу,IT-проблемы,ru
Migration registration es not ready,Иностранные студенты,en
"Could you please help me, The payment was charged twice. I have been trying to solve this for several days.",Финансы,en
I cannot find the classroom,Расписание,en
"Подскажите пожалуйста, Не могу связаться с преподавателем. Помогите пожалуйста.",Преподаватели,ru
I have a problem: I need housing as an international student. I need urgent help.,Иностранные студенты,en
У меня проблема: Не могу получить справку. Помогите пожалуйста.,Документы,ru
"Помогите, Ошибка сервера при открытии страницы. Это очень важно.",IT-проблемы,ru
I did not receive credit for the exam,Экзамены,en
"Hello, I cannot submit my assignment through the platform. I need urgent help.",IT-проблемы,en
не могу pay tuition,Финансы,mixed
У меня проблема: Не могу оформить регистрацию по месту пребывания,Иностранные студенты,ru
"Помогите, Ошибка при оплате через портал. Помогите пожалуйста.",Финансы,ru
не понимаю что делать с визой. Помогите пожалуйста.,Иностранные студенты,ru
"Добрый день, portal не открывается. Я не знаю, что делать.",IT-проблемы,mixed
grade неправильный,Экзамены,mixed
"Подскажите пожалуйста, Ошибка при оформлении визы. Я не знаю, что делать.",Иностранные студенты,ru
"Здравствуйте, Ошибка в расписанеи. Срочно нужна помощь.",Расписание,ru
I cannot view my results,Экзамены,en
can't enroll in course. I do not know what to do.,Регистрация,en
Information about the class is missing,Расписание,en
Нет доступа к информацеи об экзамене. Срочно нужна помощь.,Экзамены,ru
Отсутствует информация о паре. Уже несколько дней не могу решить проблему.,Расписание,ru
Неверно указано время занятия,Расписание,ru
У меня проблема: Жалоба на приподавателя,Преподаватели,ru
деньги charged but статус unpaid,Финансы,mixed
"Здравствуйти, Нит доступа к учебым материалам. Я не знаю, что делать.",Библиотека,ru
"Hello, I do not know where to pass the medical examination. I need urgent help.",Иностранные студенты,en
The course is not aveilable for regestration,Регистрация,en
I cannot register for the semester. I do not know what to do.,Регистрация,en
"Please help, A registration error occurred",Регистрация,en
Exam enrollment is not opening,Регистрация,en
Счет за обучение отображается неверно,Финансы,ru
The grade is incorrect,Экзамены,en
"Добрый день, Проблема с библиотечным аккаунтом. Помогите пожалуйста.",Библиотека,ru
"Good afternoon, I cannot find the classroom. This is very important.",Расписание,en
"Подскажите пожалуйста, Пара исчезла из расписания. Уже несколько дней не могу решить проблему.",Расписание,ru
"Good afterno0n, professor ignores messages. Please help ma.",Преподаватели,en
There is a problem with document processing,Документы,en
У меня проблема: не вижу schedule на сегодня,Расписание,mixed
"Подскажите пожалуйста, registration на экзамен не работает. Я не знаю, что делать.",Регистрация,mixed
"Добрый день, Не согласен с оценкой преподавателя. Срочно нужна помощь.",Преподаватели,ru
"Please help, The teacher doas not chack assignments. e need urgent help.",Преподаватели,en
"Здравствуйте, Не принимают копию паспорта. Срочно нужна помощь.",Иностранные студенты,ru
The schedule is displayed incorrectly,Расписание,en
"Could you please help me, I cannot get a certificate. I have been trying to solve this for several days.",Документы,en
My student portal is frozen. I have been trying to solve this for several days.,IT-проблемы,en
"Good afternoon, My document request is stuck in the system. This is very important.",Документы,en
Не принимают иностранные документы,Иностранные студенты,ru
Не могу найти аудиторию. Срочно нужна помощь.,Расписание,ru
У меня проблема: Экзаменационные данные ннедоступны,Экзамены,ru
Проблема с миграционной картой,Иностранные студенты,ru
не могу скачать методичку,Библиотека,ru
"Please help, The portal is not responding. I do not know what to do.",IT-проблемы,en
I have a problem: I cannot log in to my student account. I have been trying to zolve this for several days.,IT-проблемы,en
Ошибка при регистрации на предмет,Регистрация,ru
"Помогите, училка не проверила работу. Срочно нужна помощь.",Преподаватели,ru
"Подскажите пожалуйста, Не могу получить квитанцию. Срочно нужна помощь.",Финансы,ru
Ошибка оплаты,Финансы,ru
Error while applying for a visa,Иностранные студенты,en
"Подскажите пожалуйста, Не могу оформить временную регистрацию. Срочно нужна помощь.",Иностранные студенты,ru
"Could you please help me, tuition payment problem. I need urgent help.",Финансы,en
У меня проблема: Ошибка поиска книги. Помогите пожалуйста.,Библиотека,ru
"Деньги списаны, но платеж не подтвержден",Финансы,ru
Error while viewing grades,Экзамены,en
Не могу получить справку,Документы,ru
The system does not accept my application,Документы,en
сайт универа keeps crashing,IT-проблемы,mixed
"Подскажите пожалуйста, расписание shows wrong classroom. Это очень важно.",Расписание,mixed
The enrollment certificate is not loading,Документы,en
"Could you please help me, The portal is not responding. I need urgent help.",IT-проблемы,en
"Hello, Error while paying through the portal. Please help me.",Финансы,en
The class time has changed,Расписание,en
Не могу зайти в кабинет,IT-проблемы,ru
The university website does not open,IT-проблемы,en
Личный кабинет работает слишком медленно,IT-проблемы,ru
"Подскажите пожалуйсто, Нет енформаии на английском языке. Срочно нужна помощь.",Иностранные студенты,ru
I cannot complete the registration,Регистрация,en
Не отображается статус документа,Документы,ru
"Здравствуйте, Преподаватель поставил неправильную оценку. Помогите пожалуйста.",Преподаватели,ru
"Помогити, Не могу выбратть дисциплину. Срочно нужна помощь.",Регистрация,ru
Экзаменационные данные недоступны,Экзамены,ru
Пара стоит в неправильный день,Расписание,ru
Не отображаеттся список книг. Помогите пожалуйста.,Библиотека,ru
"Подскажите пожалуйста, Не могу открыть экзаменационный лист. Это очень важно.",Экзамены,ru
I need to apply for temporary residence permit,Иностранные студенты,en
Не отображается допуск к экзамену,Экзамены,ru
I have a problem: I cannot register for a course. Please help me.,Регистрация,en
Проблема с оплатой общежития,Финансы,ru
"Could you please help me, The platform logs me out automatically. I do not know what to do.",IT-проблемы,en
"Hello, Error while logging into the digital library. I do not know what to do.",Библиотека,en
"Добрый день, Отсутствует информация о паре. Помогите пожалуйста.",Расписание,ru
I did not receive credit for the exam. This is very important.,Экзамены,en
dormitory confirmation is miszeng,Иностранные студенты,en
"Добрый день, Не отображается допуск к экзамену",Экзамены,ru
receipt is missing,Финансы,en
"Подскажите пожалуйста, Не принимают копию паспорта. Я не знаю, что делать.",Иностранные студенты,ru
"Добрый день, не дает выбрать курс",Регистрация,ru
"Hello, My foreign documents are not accepted. I do not know what to do.",Иностранные студенты,en
не вижу пару,Расписание,ru
Нет информации на английском языке,Иностранные студенты,ru
"Good afternoon, tuiteon peyment problem. Please help me.",Финансы,en
Библиотечная система не отвечает,Библиотека,ru
электронная library лагает,Библиотека,mixed
не вижу exam results,Экзамены,mixed
"Подскажите пожалуйста, Не отображается расписание. Помогите пожалуйста.",Расписание,ru
"Could you please help me, The grade is incorrect. I have been trying to solve this for several days.",Экзамены,en
I cennot extend my via,Иностранные студенты,en
"Помогите, Неверно указана оценка",Экзамены,ru
"Здравствуйте, Документ оформлен с ошибкой. Я не знаю, что делать.",Документы,ru
There is a problem with my library account,Библиотека,en
"Please help, The class time is incorrect. I do not know what to do.",Расписание,en
The university website is lagging. This is very important.,IT-проблемы,en
The document status is not displayed,Документы,en
The teacher gave me the wrong grade,Преподаватели,en
"Please help, The university website does not open. I do not know what to do.",IT-проблемы,en
My group is missing from the schedule,Расписание,en
Ошибка при входе в аккаунт,IT-проблемы,ru
"Could you please help me, There is a problem with the payment. I need urgent help.",Финансы,en
"Помогите, универ сайт лагоет. Я не знаю, что делать.",IT-проблемы,ru
payment прошел но квитанции нет,Финансы,mixed
professor ignores messages,Преподаватели,en
"Помогите, Платеж не проходит",Финансы,ru
"Подскажити пожалйста, Не совпадает расписание в системе. Эта ачень важно.",Расписание,ru
"Please help, The confirmation code does not arrive. This is very important.",IT-проблемы,en
"Не могу открыть экзаменационный лист. Я не знаю, что делать.",Экзамены,ru
Аудитория указана неверно,Расписание,ru
Проблема с заселением в общежитие. Уже несколько дней не могу решить проблему.,Иностранные студенты,ru
У меня проблема: Портал не отвечает. Это очень важно.,IT-проблемы,ru
"Здравствуйте, расписание кривое. Это очень важно.",Расписание,ru
"Hello, The teacher replies rudely. This is very important.",Преподаватели,en
Проблема с библиотечным аккаунтом,Библиотека,ru
I need access to course materials,Библиотека,en
"Good afternoon, The classroom is incorrect. This is very important.",Расписание,en
"Good afternoon, The system does not allow me to choose a group. I do not know what to do.",Регистрация,en
I cannot see my class,Расписание,en
училко не проверила работу. Срочно нужна помощь.,Преподаватели,ru
"Could y0u please elp me, A registration error occurred. I need urgent help.",Регистрация,en
"Добрый день, migration card проблема. Срочно нужна помощь.",Иностранные студенты,mixed
"Could you please help me, Information about the class is missing. I have been trying to solve this for several days.",Расписание,en
The class time is incorrect,Расписание,en
"Помогите, электронка библиотеки лагает",Библиотека,ru
I disagree with the teacher's grade,Преподаватели,en
"Здравствуйте, Не могу зайти в кабинет. Уже несколько днней не могу решить проблему.",IT-проблемы,ru
Конфликт с преподавателем. Это очень важно.,Преподаватели,ru
Не могу пройти медосмотр,Иностранные студенты,ru
"Hello, The grade is incorrect. I need urgent help.",Экзамены,en
Не отображаются результаты экзамена,Экзамены,ru
I cannot view my results,Экзамены,en
Книга недоступна. Уже несколько дней не могу решить проблему.,Библиотека,ru
"Здравствуйте, Возникла ошибка регистрации. Уже несколько дней не могу решить проблему.",Регистрация,ru
не могу contact преподователя,Преподаватели,mixed
Не работаетт электроннная библиотека,Библиотека,ru
"Добрый день, Не принимают иностранные документы. Помогите пожалуйста.",Иностранные студенты,ru
не могу register на курс,Регистрация,mixed
Не отображается регистрация на экзамен,Регистрация,ru
"Please help, The system rejects the payment. I have been trying to solve this for several days.",Финансы,en
Проблема с оплтой общежития,Финансы,ru
"Добрый день, Отсутствует информация о паре. Срочно нужна помощь.",Расписание,ru
"Please help, There is a registration problem",Регистрация,en
The system does not allow me to register. I need urgant help.,Регистрация,en
Не могу получить помощь для иностранных студентов,Иностранные студенты,ru
portal keeps crashing,IT-проблемы,en
The e-learning platform is not loading,IT-проблемы,en
Проблема с оплатой общежития,Финансы,ru
exam results disappeared,Экзамены,en
"Подскажите пожалуйста, мед анализы не приняли. Срочнно нужна помощь.",Иностранные студенты,ru
"Помогите, Портал не отвечает. Это очень важно.",IT-проблемы,ru
medical tests не приняли,Иностранные студенты,mixed
Неверно указана оценка,Экзамены,ru
"У меня проблема: регистрация слетела. Я не знаю, что делать.",Регистрация,ru
Не могу получить место в общежитии,Иностранные студенты,ru
Exam admission is not displayed,Экзамены,en
"Помогите, Не могу найти аудиторию. Уже несколько дней не могу решить проблему.",Расписание,ru
I need a document for my visa,Документы,en
"Подскажите пожалуйста, Не могу получеть справку. Срочно нужна помощь.",Документы,ru
"Please help, There is a problem with document processing. I need urgent help.",Документы,en
I have a problem with a teacher,Преподаватели,en
"Good afternoon, I cannot open the exam zheet",Экзамены,en
The class is zhown on the wrong day,Расписание,en
"Could you please help me, I do not have access to exam information",Экзамены,en
"Помогите, деканат не обновил документ. Я не знаю, что делать.",Документы,ru
registration на экзамен не работает,Регистрация,mixed
"Hello, The document status is not displayed. I do not know what to do.",Документы,en
I cannot open the exam sheet,Экзамены,en
registration на экзаменн не работает,Регистрация,mixed
Не приходит код подтверждения,IT-проблемы,ru
I cannot download the document,Документы,en
"Could you please help me, I need housing as an international student. Please help me.",Иностранные студенты,en
I need an academic certificate,Документы,en
"У меня проблема: Библиотека не дает скачать файл. Я не знаю, что делать.",Библиотека,ru
I cannot get support as an international student,Иностранные студенты,en
Система не позволяет зарегистрироваться,Регистрация,ru
The e-learning platform is not loading,IT-проблемы,en
не могу register на курс,Регистрация,mixed
The system does not accept my file. This is very important.,IT-проблемы,en
The class was moved without notification,Расписание,en
Payment inf0rmation is not displayed,Финансы,en
"Здравствуйте, Не приходит код подтверждения. Это очень важно.",IT-проблемы,ru
нужен certificate для визы,Документы,mixed
There is a problem with exam results,Экзамены,en
Нет результата зачета,Экзамены,ru
I have a problem: Error while registereng migretion documents. I have been trying to solve this for several deys.,Иностранные студенты,en
"Здравствуйте, grade непровельный. Я не знаю, чтто делать.",Экзамены,mixed
нужен certificate для визы,Документы,mixed
Не знаю какее документ нужны для визы,Иностранные студенты,ru
"Could you please help me, The teacher did not upload the materials. I have been trying to solve this for several days.",Преподаватели,en
Не могу оформить регистрацию по месту пребывания,Иностранные студенты,ru
"У меня проблема: электронка библиотеки лагает. Я не знаю, что делать.",Библиотека,ru
Нужна академическая справка,Документы,ru
I have a problem: The enrollment certificate is not loading. Please help me.,Документы,en
"Добрый день, Занятие перенесено без уведомления",Расписание,ru
medical tests не приняли,Иностранные студенты,mixed
"Здравствуйте, квитанция не появилась. Это очень важно.",Финансы,ru
расписание кривое,Расписание,ru
электронка библиотики лагает,Библиотека,ru
Не понимаю где пройти медицинскую комиссию,Иностранные студенты,ru
I have a problem: There is a problem with medical tests. This is very important.,Иностранные студенты,en
The schedule in the system does not match,Расписание,en
"Помогите, квитанция не появилась. Это очень важно.",Финансы,ru
I need access to course materials,Библиотека,en
"Could you please help me, Server error when opening the page. Please help me.",IT-проблемы,en
The class is shown on the wrong day,Расписание,en
"Hello, The money was charged but the payment was not confirmed. I have been trying to solve this for several days.",Финансы,en
I have a problem: The classroom is incorrect. Please help me.,Расписание,en
"Добрый день, Не могу выбрать дисциплину. Уже нисколько дней не могу решить проблему.",Регистрация,ru
I cannot open the exam sheet,Экзамены,en
"Подскажите пожалуйста, Нет доступа к документам. Помогите пожалуйста.",Документы,ru
"Good aftern0on, The teacher does not reply t0 messages. I do not know what to do.",Преподаватели,en
The system does not allow me to register,Регистрация,en
У меня проблема: Не могу аформить регистрацию по месту пребывания. Памогите пожалуйста.,Иностранные студенты,ru
"Could you please help me, There is a problem with dormitory for international students",Иностранные студенты,en
"Please help, There is a problem with the online schedule. This is very important.",Расписание,en
"Помогите, Нет информации на английском языке. Срочно нужна помощь.",Иностранные студенты,ru
Нет доступа к учебным материалам,Библиотека,ru
The results appeared with an error,Экзамены,en
"Hello, The class was moved without notification",Расписание,en
I have a problem: The schedule in the system does not match,Расписание,en
"Добрый день, Проблема с университетскими документами",Документы,ru
The teacher replies rudely,Преподаватели,en
My group is missing from the schedule,Расписание,en
"Could you please help me, I cannot open the exam sheet. This is very important.",Экзамены,en
The system does not accept my file. This is very important.,IT-проблемы,en
Платформа не принимает файл,IT-проблемы,ru
The system rajects the payment,Финансы,en
I have a problem: The system does not allow me to register. I have been trying to solve this for several days.,Регистрация,en
The teacher replies rudely,Преподаватели,en
Не работает электронная библиотека,Библиотека,ru
"Подскажите пожалуйста, Не могу скачать докуменнт. Помогите пожалуйста.",Документы,ru
